   1 	     2.7884 
   2 	     5.5000 
   3 	     8.2415 
   4 	    10.8849 
   5 	    13.5905 
   6 	    16.3183 
   7 	    19.3351 
   8 	    21.5753 
   9 	    24.3750 
  10 	    27.1255 
  11 	    29.6958 
  12 	    32.4459 
  13 	    35.1423 
  14 	    37.9689 
  15 	    40.5832 
  16 	    43.1724 
  17 	    45.9673 
  18 	    48.6845 
  19 	    51.3535 
  20 	    54.0468 
  21 	    56.7897 
  22 	    59.4722 
  23 	    62.1047 
  24 	    64.8581 
  25 	    67.4999 
  26 	    70.2577 
  27 	    73.0691 
  28 	    75.7007 
  29 	    78.3708 
  30 	    81.1132 
  31 	    83.7721 
