   1 	     2.9852 
   2 	     5.6620 
   3 	     8.4261 
   4 	    11.0741 
   5 	    13.7369 
   6 	    16.4956 
   7 	    19.1756 
   8 	    21.9083 
   9 	    24.5972 
  10 	    27.2253 
  11 	    29.9782 
  12 	    32.7271 
  13 	    35.3075 
  14 	    38.1067 
  15 	    40.7951 
  16 	    43.4699 
  17 	    46.1760 
  18 	    48.8602 
  19 	    51.5967 
  20 	    54.2366 
  21 	    56.9882 
  22 	    59.6285 
  23 	    62.3613 
  24 	    65.0779 
  25 	    67.7383 
  26 	    70.4888 
  27 	    73.2125 
  28 	    75.8758 
  29 	    78.6004 
  30 	    81.2875 
  31 	    83.9913 
  32 	    86.6587 
  33 	    89.3312 
  34 	    92.0670 
  35 	    94.7113 
  36 	    97.4973 
  37 	   100.1838 
  38 	   102.9140 
  39 	   105.5662 
